o,d,dis
64,80,10374.59068
64,69,10550.83216
64,74,10731.35337
64,67,10771.1901
64,90,10802.25292
64,89,11063.64061
64,24,11157.05445
64,87,11191.20153
64,40,11589.18763
64,124,11604.11762
64,123,11764.27318
64,122,11838.7642
64,121,11849.42871
64,99,11851.94322
64,106,11886.79758
64,63,12193.50871
64,47,12230.54477
64,7,12275.55846
64,73,12344.76574
64,61,12417.09224
64,103,12732.32278
64,101,12917.04783
64,109,12931.21743
64,59,12932.73957
64,6,12959.49127
64,100,13231.6176
64,34,13567.50554
64,102,13627.33104
64,120,13718.0283
64,96,14095.78847
64,1,14225.30577
64,12,14548.57498
64,62,14653.88186
64,77,14780.44765
64,5,15062.5305
64,125,15117.15996
64,86,15457.5387
64,58,15630.49296
64,95,16125.13691
64,70,16437.66241
64,91,16477.9834
64,93,16537.22996
64,60,16867.65923
64,29,16936.31011
64,88,17536.59123
64,57,17683.506
64,17,17944.37599
64,33,17986.31132
64,15,18608.71124
64,16,18672.37094
64,98,18822.18487
64,20,19061.46184
64,19,19109.53286
64,27,19667.60951
64,92,19925.40748
64,2,19945.61887
64,23,20035.71986
64,8,20280.8349
64,11,20365.28258
64,18,20467.01931
64,26,20768.92605
64,30,21645.16332
64,111,21692.82224
64,31,21754.76207
64,112,22186.32063
64,32,22253.94837
64,94,22888.70921
64,54,23011.70766
64,71,23074.76024
64,28,23460.03307
64,110,23496.75987
64,65,24005.63908
64,56,25161.31934
64,66,27234.09148
64,3,27661.35758
64,25,27949.94734
65,65,0.0
65,28,660.8375145
65,112,3123.533197
65,30,4337.799211
65,31,4371.635283
65,86,9309.076291
65,33,10068.73655
65,1,10140.74032
65,66,10794.09433
65,34,11144.97819
65,29,11353.20716
65,12,11672.02562
65,32,12342.93681
65,2,12667.9247
65,89,13838.01557
65,87,13996.33438
65,38,14421.09331
65,88,14468.68788
65,90,14683.12298
65,40,14907.52604
65,69,14934.54374
65,80,14948.83299
65,97,15326.86415
65,99,15389.67965
65,9,15669.63845
65,67,15698.34805
65,10,15742.91495
65,81,16033.54234
65,35,16057.72339
65,36,16128.28585
65,43,16157.34626
65,96,16214.02622
65,91,16836.68844
65,113,16903.92326
65,115,16908.9186
65,114,16975.0176
65,47,17085.0134
65,117,17418.1359
65,70,17581.59124
65,95,17612.05462
65,68,17800.05635
65,73,17825.55908
65,93,17874.59565
65,79,18016.34623
65,103,18077.34012
65,101,18221.8189
65,100,18232.34318
65,85,18358.87942
65,74,18448.8536
65,72,18634.55664
65,116,18782.0331
65,37,18805.35661
65,84,18833.55925
65,102,19131.56364
65,121,19136.17847
65,122,19146.84298
65,39,19174.77435
65,75,19218.78475
65,123,19221.334
65,120,19222.26089
65,82,19361.69453
65,92,19395.85851
65,119,19475.85974
65,104,19549.09261
65,15,19816.82374
65,41,19831.1486
65,42,19850.80114
65,16,19880.48344
65,98,19945.11079
65,124,19978.94492
65,83,20089.43082
65,5,20162.69237
65,77,20856.61532
65,44,20985.95745
65,106,21061.72922
65,45,21454.39202
65,125,21689.68872
65,78,21861.70164
65,17,22092.76751
65,55,22109.54636
65,3,22115.98893
65,107,22262.6048
65,58,22434.11699
65,94,22442.39705
65,108,22545.93829
65,109,22756.13028
65,48,22899.66978
65,59,23256.77728
65,6,23283.52898
65,46,23666.01269
65,14,23670.5151
65,71,23827.93836
65,118,23978.02769
65,64,24005.63908
65,57,24256.03475
65,76,24334.47957
65,60,24365.14701
65,49,24514.8478
65,105,24668.16701
65,4,24732.67603
65,18,24857.84601
65,19,24939.80722
65,13,24998.17548
65,61,25298.21579
65,53,25472.09699
65,51,25570.69482
65,52,25628.98106
65,50,25880.328
65,20,25975.69171
65,54,26475.14096
65,62,26556.52138
65,11,27093.44923
65,23,27311.8056
65,56,27884.43292
65,111,28592.43929
65,24,28934.88819
65,8,29053.01997
65,110,29866.13126
65,21,30635.20698
65,22,30639.87989
65,7,31337.04389
65,63,31419.09364
65,26,32415.20855
65,25,33920.99208
65,27,34046.5514
66,66,0.0
66,31,7204.219914
66,32,7215.579403
66,30,7313.818664
66,112,7880.355622
66,2,8419.25277
66,33,9967.809186
66,28,10583.26745
66,65,10794.09433
66,88,11523.30596
66,91,12615.90168
66,93,12954.80625
66,70,13012.74164
66,86,13224.16964
66,95,13568.56286
66,12,13835.62315
66,96,13847.2705
66,92,14176.84322
66,15,14597.80845
66,16,14661.46815
66,98,14726.0955
66,1,14801.52263
66,34,15060.07154
66,3,15274.44635
66,94,15600.85447
66,40,15758.40244
66,100,15856.41924
66,101,16158.98082
66,99,16179.32811
66,47,16412.77988
66,89,16630.95616
66,71,16986.39578
66,87,17000.88068
66,97,17107.87454
66,17,17134.41215
66,38,17134.82018
66,103,17382.60325
66,90,17488.55805
66,5,17617.43283
66,120,17663.06617
66,69,17739.97881
66,102,17753.76343
66,80,17953.37929
66,43,18188.91637
66,9,18280.11567
66,10,18353.39217
66,77,18492.42929
66,73,18509.33375
66,74,19132.62826
66,29,19268.60398
66,125,19443.95693
66,81,19574.77537
66,57,19614.1521
66,54,19633.59838
66,36,19669.51888
66,121,19813.13428
66,122,19823.79878
66,18,19888.98412
66,123,19898.28981
66,19,19981.45186
66,35,20067.61095
66,85,20118.63316
66,72,20394.31038
66,113,20445.15628
66,115,20450.15163
66,114,20516.25062
66,124,20655.90072
66,75,20659.80952
66,58,20781.62032
66,117,20959.36893
66,56,21042.89034
66,119,21235.61348
66,104,21302.36251
66,84,21320.55626
66,67,21576.18041
66,20,21709.01016
66,106,21738.68503
66,79,22069.73906
66,11,22362.3938
66,37,22643.62731
66,116,22835.42592
66,39,22986.73092
66,41,23193.33524
66,42,23212.98777
66,82,23418.16764
66,83,23451.61745
66,60,23622.73914
66,110,23743.34591
66,111,23861.38387
66,68,23956.65302
66,109,23978.75225
66,107,24015.8747
66,78,24024.31241
66,108,24299.20819
66,44,24514.30684
66,59,24518.30973
66,6,24545.06142
66,55,24584.41797
66,23,24893.29334
66,45,25035.85304
66,48,25367.14627
66,61,26939.78393
66,76,27013.21722
66,49,27151.61479
66,64,27234.09148
66,105,27376.99082
66,46,27504.2834
66,25,27798.20673
66,118,27895.84871
66,62,27987.09351
66,14,27996.74581
66,53,28460.88934
66,51,28534.07968
66,52,28592.36593
66,8,28789.18385
66,50,28869.0368
66,4,30160.81332
66,13,30552.47617
66,24,30740.30748
66,26,32931.56577
66,21,33102.68347
66,22,33107.35637
66,7,33407.74103
66,63,33489.79078
66,27,35454.73283
67,67,0.0
67,68,3259.188383
67,35,3920.105937
67,116,4427.275599
67,82,4745.270276
67,79,4755.910205
67,113,4980.610934
67,115,4985.606282
67,114,5333.3533
67,37,5598.187978
67,81,5748.161887
67,29,6165.120011
67,36,6535.834854
67,39,6891.778072
67,80,7376.187823
67,1,7739.373994
67,34,8062.267395
67,83,8128.5753
67,45,8245.654068
67,87,8328.686427
67,42,8367.204979
67,41,8386.857513
67,117,8624.69169
67,44,8702.961175
67,14,9101.588874
67,118,9409.101459
67,86,9484.054108
67,90,10097.98655
67,4,10107.12574
67,69,10349.40731
67,13,10372.62518
67,46,10431.56372
67,10,10526.53352
67,9,10599.81002
67,64,10771.1901
67,12,10924.21957
67,38,10943.14962
67,89,10948.4904
67,76,11139.12418
67,84,11172.97796
67,105,11459.42906
67,48,12034.51193
67,49,12156.84468
67,53,12237.64801
67,51,12336.24584
67,52,12394.53209
67,50,12645.87903
67,33,12824.90679
67,43,12855.41576
67,97,13365.69413
67,40,13861.10725
67,30,14549.16943
67,31,14583.0057
67,72,14728.83784
67,85,14881.07695
67,55,14901.95282
67,112,15007.08111
67,119,15141.69555
67,28,15152.74205
67,104,15233.52682
67,2,15512.71361
67,65,15698.34805
67,99,16423.95807
67,88,16481.74032
67,78,16549.01118
67,75,16899.85782
67,74,17219.25184
67,32,17243.96523
67,96,17645.29026
67,108,17829.84898
67,107,17856.35593
67,47,18230.35507
67,21,18324.81731
67,22,18329.49022
67,91,18449.43141
67,73,18783.74878
67,70,19055.7015
67,95,19083.64775
67,103,19123.29204
67,123,19190.26563
67,122,19264.75665
67,124,19270.23908
67,121,19275.42115
67,101,19308.0171
67,93,19367.79631
67,100,19574.74669
67,106,19639.97906
67,102,20160.7415
67,120,20251.43876
67,24,20295.90215
67,109,20783.47816
67,59,20785.98332
67,6,20812.73502
67,61,21039.43923
67,5,21453.49977
67,66,21576.18041
67,63,21632.43896
67,7,21714.48871
67,77,21885.79319
67,92,22081.60623
67,15,22502.57145
67,16,22566.23115
67,98,22630.8585
67,125,22718.86659
67,62,23202.17202
67,58,23330.2558
67,17,24040.34663
67,60,24774.32974
67,57,25285.21262
67,94,25680.85077
67,19,26496.12654
67,3,26710.3393
67,18,26805.42513
67,20,26820.79797
67,71,27066.39208
67,23,27966.59896
67,11,28065.04541
67,8,28836.27388
67,27,28971.92353
67,54,29116.97715
67,111,29564.03548
67,26,29907.77374
67,56,31122.88664
67,110,31196.52271
67,25,35601.68528
68,68,0.0
68,82,2862.172873
68,67,3259.188383
68,116,4424.526446
68,79,4773.803705
68,35,5214.258789
68,37,5595.438824
68,14,5962.681585
68,115,6166.974369
68,113,6171.969717
68,114,6209.833093
68,118,6270.194169
68,39,6743.505978
68,81,7042.314739
68,4,7114.599173
68,36,7281.002387
68,13,7380.098621
68,46,7476.195617
68,45,7678.466548
68,83,8037.041083
68,42,8275.670762
68,41,8295.323296
68,29,8310.544538
68,44,8541.499294
68,64,8626.574303
68,80,8666.131053
68,117,9303.821528
68,87,9618.629657
68,53,9649.682015
68,105,9838.121988
68,76,10041.3295
68,50,10076.99982
68,1,10119.84661
68,51,10183.73003
68,52,10242.01627
68,34,10540.89715
68,90,10843.59992
68,49,11059.05
68,69,11095.02068
68,48,11172.36037
68,10,11271.70105
68,9,11344.97755
68,84,11645.80398
68,86,11808.77992
68,38,11873.84298
68,89,11879.18376
68,12,12431.02193
68,43,13591.28024
68,97,14110.86166
68,55,14386.18104
68,40,14758.74025
68,33,15097.34596
68,72,15194.48259
68,85,15350.33092
68,119,15414.95523
68,104,15541.77863
68,78,16244.97781
68,22,16660.74658
68,21,16665.41949
68,75,17166.03453
68,99,17169.1256
68,28,17254.45035
68,30,17266.37976
68,31,17300.21603
68,108,17558.67554
68,112,17724.29143
68,2,17785.15278
68,65,17800.05635
68,107,17919.80589
68,74,17926.71832
68,88,17972.99265
68,96,18575.98362
68,47,18975.5226
68,91,19380.12477
68,24,19404.4494
68,123,19456.44234
68,73,19528.91631
68,122,19530.93336
68,124,19536.4158
68,121,19541.59787
68,32,19624.43784
68,106,19840.49581
68,103,19868.45958
68,70,19986.39487
68,95,20014.34112
68,101,20053.18463
68,93,20298.48968
68,100,20319.91423
68,61,20426.68412
68,63,20526.39931
68,7,20608.44906
68,109,20884.91565
68,59,20886.4378
68,102,20905.90904
68,6,20913.18949
68,120,20996.6063
68,5,22198.6673
68,77,22472.61681
68,62,22663.47373
68,125,23031.77039
68,15,23478.91523
68,16,23542.57493
68,58,23584.19119
68,92,23588.21078
68,98,23689.72288
68,66,23956.65302
68,17,24785.51416
68,60,24875.76724
68,57,25598.11643
68,27,26950.33842
68,20,27015.16007
68,19,27024.14329
68,94,27187.45532
68,18,27550.59266
68,23,28045.31173
68,3,28216.94385
68,11,28318.9808
68,8,28522.14256
68,71,28572.99664
68,26,29016.32099
68,111,29702.41411
68,54,29862.14468
68,110,31450.4581
68,56,32011.75636
68,25,35903.64557
69,69,0.0
69,90,251.4207599
69,10,1340.172538
69,9,1413.449038
69,87,2238.240431
69,38,2295.37409
69,89,2300.714871
69,80,3010.329634
69,117,3617.794971
69,43,3655.600365
69,36,4119.561226
69,97,4165.878729
69,84,4246.963081
69,12,4725.328069
69,40,4815.179456
69,81,4864.559067
69,114,5017.602966
69,34,5172.219553
69,113,5543.057326
69,115,5548.052674
69,86,5625.467444
69,85,5681.261549
69,72,5721.7964
69,41,5906.715743
69,42,5926.368276
69,39,6143.379702
69,119,6144.740623
69,83,6164.997956
69,1,6207.195297
69,104,6226.485385
69,37,6434.594093
69,35,6456.886166
69,79,6734.353637
69,99,7224.142672
69,44,7297.609074
69,116,7482.071902
69,45,7797.358618
69,75,7939.013673
69,74,8019.436443
69,33,8163.064414
69,82,8232.847806
69,78,8418.433213
69,55,8596.449016
69,96,8785.373356
69,48,8862.792093
69,88,9019.915876
69,47,9030.53967
69,108,9333.141997
69,107,9359.648949
69,73,9583.933378
69,91,9717.776452
69,103,9923.476643
69,101,10108.2017
69,70,10223.79508
69,123,10237.5406
69,95,10251.74133
69,122,10312.03163
69,124,10317.51406
69,121,10322.69613
69,67,10349.40731
69,100,10374.93129
69,76,10505.96658
69,2,10511.5776
69,46,10523.74665
69,93,10535.88989
69,64,10550.83216
69,49,10644.36415
69,106,10687.56195
69,105,10869.74018
69,102,10960.92611
69,120,11051.62336
69,118,11067.04799
69,68,11095.02068
69,14,11167.94509
69,109,11832.22503
69,59,11834.7302
69,6,11861.48189
69,53,11953.6387
69,51,12026.82904
69,52,12085.11528
69,5,12253.68437
69,30,12290.73897
69,50,12361.78615
69,31,12400.33772
69,61,12618.32242
69,77,12685.97779
69,32,12819.90711
69,112,12851.72986
69,4,13332.0126
69,125,13519.05119
69,15,13533.9323
69,16,13597.592
69,98,13744.73995
69,92,14186.45841
69,62,14250.9189
69,58,14261.79055
69,29,14352.63219
69,28,14388.93773
69,13,14419.15066
69,17,14840.53123
69,65,14934.54374
69,24,15466.62413
69,60,15823.07662
69,57,16085.39722
69,21,16648.18257
69,22,16652.85548
69,19,17296.31114
69,18,17605.60973
69,94,17705.45114
69,66,17739.97881
69,20,17805.05418
69,7,17890.67337
69,63,17972.72312
69,11,18922.81169
69,23,19015.34584
69,71,19037.20846
69,8,19885.02076
69,54,19917.16175
69,111,20421.80176
69,3,20532.8547
69,26,21492.02042
69,27,21740.94891
69,110,22054.28899
69,56,22066.77343
69,25,26401.86988
70,70,0.0
70,93,312.0948134
70,95,555.8212159
70,91,1567.214143
70,96,2599.392233
70,15,3791.876139
70,16,3855.535842
70,98,4002.683791
70,88,4186.107991
70,100,4446.199956
70,92,4550.898137
70,101,4771.150111
70,5,4990.442375
70,17,5099.161518
70,99,5235.517976
70,47,5273.980143
70,40,5519.115138
70,2,6145.584019
70,103,6243.71394
70,120,6274.55391
70,97,6346.717645
70,102,6365.251168
70,77,6385.343409
70,32,7102.974607
70,57,7126.910892
70,125,7336.871045
70,73,7370.534005
70,43,7458.551463
70,33,7521.567614
70,18,7864.24002
70,19,7880.304838
70,74,7993.828518
70,94,8092.863869
70,89,8394.945503
70,38,8468.289666
70,121,8611.146443
70,122,8621.810946
70,123,8696.30197
70,9,8822.37832
70,10,8895.654821
70,12,9137.35675
70,85,9215.291379
70,71,9295.152302
70,20,9350.610104
70,58,9393.108061
70,124,9445.213658
70,72,9490.9686
70,75,9581.326769
70,11,10003.99375
70,90,10156.50522
70,54,10175.79204
70,69,10223.79508
70,119,10332.2717
70,104,10399.02073
70,106,10527.99796
70,84,10671.71258
70,117,11094.31822
70,87,11125.69064
70,3,11390.57161
70,111,11502.98381
70,80,11897.78693
70,86,12078.66743
70,60,12233.66881
70,56,12325.40372
70,23,12406.05213
70,34,12432.78143
70,41,12544.70396
70,42,12564.35649
70,109,12719.69771
70,83,12802.98617
70,110,12872.52527
70,107,12933.89175
70,36,13008.92273
70,66,13012.74164
70,78,13120.97063
70,30,13251.76442
70,59,13259.25518
70,6,13286.00688
70,31,13361.36317
70,108,13374.52042
70,81,13752.01637
70,55,13782.3495
70,44,13865.46316
70,114,13905.06026
70,39,13990.57055
70,45,14387.00936
70,1,14411.26725
70,113,14430.51462
70,115,14435.50997
70,112,14548.7409
70,48,14570.7172
70,37,14711.41137
70,35,15344.34346
70,79,15625.72782
70,61,15680.72938
70,116,15882.32375
70,76,16216.78815
70,49,16355.18572
70,64,16437.66241
70,105,16580.56175
70,62,16728.03896
70,25,16927.38609
70,46,17113.3974
70,82,17124.22199
70,28,17370.76435
70,8,17396.02904
70,65,17581.59124
70,53,17664.46027
70,51,17737.65061
70,52,17795.93686
70,50,18072.60773
70,118,18182.80478
70,14,18372.70479
70,67,19055.7015
70,24,19680.50275
70,68,19986.39487
70,4,20633.01808
70,26,21599.37485
70,13,21714.95511
70,21,22306.2544
70,22,22310.92731
70,7,22347.93629
70,63,22429.98604
70,29,22596.39223
70,27,24195.67829
71,71,0.0
71,94,2354.453299
71,54,2901.684599
71,56,4310.976558
71,98,5377.942879
71,16,5551.605321
71,15,5615.265024
71,92,5833.224635
71,18,6613.759532
71,17,7040.648093
71,3,7914.700094
71,93,9038.183087
71,19,9161.749457
71,95,9254.698196
71,70,9295.152302
71,91,9574.619126
71,5,9808.645228
71,100,9974.941548
71,101,10157.71241
71,110,10468.12132
71,96,10836.38475
71,77,11214.60643
71,120,11287.82243
71,47,11352.4517
71,102,11378.51969
71,25,11487.41788
71,88,11623.11798
71,57,11766.23203
71,103,11777.43996
71,32,11935.66082
71,125,12166.13407
71,99,12456.19896
71,11,12508.03908
71,73,12536.75622
71,2,12624.35812
71,20,13145.09758
71,121,13617.59586
71,122,13628.26036
71,74,13631.43144
71,123,13702.75139
71,58,14342.45475
71,111,14436.36345
71,124,14451.66307
71,40,14564.86225
71,97,14897.15202
71,33,14954.47865
71,75,15218.92969
71,106,15534.44738
71,85,15538.14602
71,72,15813.82324
71,43,16029.72839
71,23,16280.25892
71,104,16488.90667
71,60,16518.75838
71,119,16615.73008
71,12,16985.14937
71,66,16986.39578
71,89,17161.89142
71,38,17330.04472
71,9,17685.5647
71,109,17726.14712
71,10,17758.8412
71,107,17940.34116
71,84,18148.87335
71,59,18265.7046
71,6,18292.4563
71,78,18324.75427
71,108,18380.96984
71,90,18923.45113
71,69,19037.20846
71,55,19149.12927
71,117,19761.38917
71,87,19892.63656
71,86,19926.46006
71,31,20022.23136
71,30,20055.60446
71,34,20280.57405
71,61,20390.1515
71,80,20664.73285
71,112,20914.19965
71,41,21159.19823
71,42,21178.85077
71,8,21199.85809
71,48,21205.35418
71,62,21400.70521
71,83,21417.48044
71,44,21505.38441
71,36,21777.88133
71,1,22209.06707
71,45,22405.20471
71,81,22518.96228
71,39,22615.93162
71,114,22672.00618
71,76,22851.42513
71,49,22989.8227
71,64,23074.76024
71,113,23197.46054
71,115,23202.45589
71,105,23215.19873
71,37,23502.52034
71,35,23594.3327
71,28,23617.11148
71,65,23827.93836
71,46,24048.6059
71,53,24299.09725
71,51,24372.28759
71,79,24392.67374
71,52,24430.57384
71,116,24673.43271
71,24,24686.95216
71,50,24707.2447
71,26,25741.75948
71,82,25891.16791
71,118,26749.51006
71,14,26965.38388
71,67,27066.39208
71,7,27354.38571
71,63,27436.43546
71,21,27634.72855
71,22,27639.40146
71,68,28572.99664
71,27,28693.70918
71,4,29116.33751
71,13,30154.20634
71,29,30252.29985
72,72,0.0
72,85,275.6772213
72,119,1096.96749
72,104,1178.712252
72,75,2299.105352
72,43,2826.610626
72,74,3412.299236
72,84,3561.420248
72,97,3612.680315
72,78,4010.473082
72,108,4285.368864
72,107,4311.875816
72,123,4597.632282
72,122,4672.123305
72,124,4677.60574
72,40,4681.654068
72,121,4682.787809
72,99,4691.921788
72,55,4714.489075
72,38,4736.244048
72,9,4896.652151
72,47,4969.607778
72,10,4969.928651
72,73,5025.711608
72,106,5047.653624
72,89,5169.526302
72,103,5471.38578
72,101,5656.110834
72,69,5721.7964
72,100,5970.680606
72,90,5973.21716
72,48,6121.294864
72,109,6192.316711
72,59,6194.821876
72,117,6210.848385
72,6,6221.573573
72,102,6250.054173
72,120,6340.751431
72,44,6917.931309
72,41,7053.957394
72,42,7073.609928
72,96,7149.094661
72,83,7312.239607
72,61,7350.393349
72,87,7425.952746
72,80,7583.050978
72,77,7612.490025
72,76,7767.365819
72,5,7801.593508
72,45,7817.751609
72,49,7905.763389
72,64,7990.700927
72,105,8131.13942
72,125,8172.960331
72,12,8192.080272
72,36,8280.289774
72,39,8594.893627
72,62,8611.010575
72,58,8737.622455
72,46,8964.546587
72,95,9176.271081
72,53,9215.03794
72,81,9244.840466
72,51,9288.22828
72,86,9325.480348
72,52,9346.514525
72,114,9397.033489
72,70,9490.9686
72,91,9531.289581
72,93,9588.364122
72,50,9623.185392
72,34,9644.851266
72,113,9922.487849
72,115,9927.483198
72,37,9951.979548
72,60,10183.1683
72,88,10600.67246
72,17,10683.439
72,24,10726.46816
72,57,10739.30637
72,1,10746.17784
72,35,10836.31669
72,79,11113.33833
72,116,11122.89193
72,33,11332.80476
72,16,11495.64164
72,15,11552.15173
72,118,11665.45075
72,98,11776.65323
72,14,11881.32457
72,19,12165.33323
72,20,12228.16462
72,82,12611.8325
72,92,12913.69549
72,2,13105.83776
72,18,13206.08232
72,23,13375.43752
72,7,13393.90171
72,21,13403.97614
72,22,13408.64904
72,11,13472.41207
72,63,13475.95145
72,4,14032.2782
72,8,14245.11243
72,67,14728.83784
72,111,14971.40214
72,13,15070.14702
72,68,15194.48259
72,32,15414.16727
72,94,15710.09149
72,54,15750.77066
72,71,15813.82324
72,30,15841.91104
72,26,15852.1121
72,31,15951.50979
72,27,16101.04059
72,112,16402.90192
72,110,16603.88937
72,56,17900.38234
72,28,18088.95063
72,65,18634.55664
72,29,18905.16896
72,66,20394.31038
72,3,20704.18184
72,25,21057.07683
73,73,0.0
73,103,1235.194598
73,121,1310.619389
73,122,1321.283893
73,123,1395.774917
73,102,1520.076854
73,120,1610.774112
73,74,1613.412372
73,124,2153.385833
73,47,2170.593412
73,99,2435.879435
73,75,2757.61989
73,101,2850.424514
73,100,3070.190364
73,5,3105.379439
73,106,3236.170136
73,77,3245.128539
73,125,4078.201937
73,104,4470.887608
73,119,4597.711015
73,58,4701.617375
73,85,4808.15152
73,96,4954.27116
73,72,5025.711608
73,40,5121.062209
73,97,5429.387327
73,109,5716.809539
73,107,5837.407916
73,78,6011.950111
73,43,6075.183776
73,59,6256.367014
73,108,6269.373508
73,6,6283.118712
73,60,6547.01869
73,17,6556.244731
73,57,6644.547973
73,55,6825.919958
73,95,6978.19474
73,70,7370.534005
73,93,7390.28778
73,91,7526.072433
73,84,7907.068345
73,19,8070.574839
73,38,8174.426046
73,20,8285.324079
73,89,8316.867081
73,9,8528.5147
73,18,8554.809922
73,10,8601.7912
73,61,8677.841215
73,88,8761.700907
73,16,9077.841891
73,15,9135.442853
73,12,9204.269911
73,48,9240.219982
73,98,9359.944349
73,11,9436.40699
73,33,9464.716845
73,23,9579.305987
73,69,9583.933378
73,62,9725.150796
73,90,9835.354137
73,117,10308.11409
73,92,10496.98661
73,49,10815.02167
73,111,10935.39706
73,87,11044.8424
73,2,11220.86113
73,8,11234.89165
73,44,11263.57941
73,41,11399.60549
73,54,11411.71707
73,42,11419.25802
73,80,11445.18795
73,83,11657.8877
73,76,11786.71328
73,86,12145.5806
73,105,12161.17757
73,45,12163.39971
73,64,12344.76574
73,36,12370.48317
73,52,12467.41183
73,34,12499.69459
73,51,12525.69808
73,71,12536.75622
73,110,12567.88429
73,24,12623.96141
73,50,12643.04105
73,39,12940.54172
73,53,13072.27449
73,94,13223.59681
73,81,13299.3712
73,46,13318.6114
73,114,13451.94443
73,32,13529.19064
73,56,13561.32874
73,113,13977.39879
73,115,13982.39414
73,37,14049.24525
73,30,14160.87727
73,31,14270.47602
73,1,14332.25858
73,26,14713.10064
73,112,14719.35814
73,35,14891.22763
73,79,15168.24927
73,116,15220.15763
73,7,15291.39496
73,63,15373.44471
73,21,15452.90922
73,22,15457.58212
73,118,16019.51556
73,14,16235.38938
73,82,16666.74344
73,25,17021.07175
73,27,17192.79012
73,28,17614.7322
73,65,17825.55908
73,3,18287.47296
73,4,18386.34301
73,66,18509.33375
73,67,18783.74878
73,13,19424.21183
73,68,19528.91631
73,29,22517.38357
74,74,0.0
74,75,1587.498251
74,73,1613.412372
74,103,2077.662159
74,47,2793.887925
74,104,2857.475236
74,121,2924.031761
74,122,2934.696265
74,119,2984.298643
74,123,3009.187289
74,99,3059.173948
74,102,3089.256081
74,120,3179.953339
74,85,3194.739148
74,72,3412.299236
74,124,3454.939406
74,101,3473.719028
74,100,3794.960753
74,97,3853.557714
74,106,3854.776881
74,40,4420.869847
74,43,4495.709655
74,5,4509.519862
74,77,4814.307766
74,109,5124.84378
74,107,5164.289732
74,78,5338.831927
74,96,5577.565674
74,108,5596.255324
74,59,5625.490784
74,125,5647.381164
74,6,5652.242481
74,55,6137.489764
74,84,6293.655973
74,58,6315.029747
74,38,6622.833492
74,89,6811.400351
74,9,6975.012548
74,10,7048.289049
74,95,7601.489253
74,48,7626.80761
74,17,7960.385155
74,70,7993.828518
74,93,8013.582294
74,69,8019.436443
74,61,8115.436389
74,91,8149.366946
74,60,8160.431062
74,12,8191.250209
74,57,8213.7272
74,90,8270.857203
74,117,8743.617154
74,62,9350.7598
74,88,9384.99542
74,87,9491.340246
74,19,9597.088301
74,44,9650.167034
74,16,9712.20489
74,15,9768.751509
74,41,9786.193119
74,42,9805.845653
74,80,9880.691021
74,20,9898.736451
74,18,9958.950345
74,98,9993.253005
74,83,10044.47533
74,33,10088.01136
74,49,10126.59148
74,76,10199.34335
74,45,10549.98733
74,105,10554.10848
74,64,10731.35337
74,36,10805.98623
74,86,10885.70507
74,11,11049.81936
74,92,11130.29527
74,23,11192.71836
74,34,11219.45415
74,39,11327.12935
74,53,11639.64671
74,46,11705.19903
74,51,11712.83705
74,52,11721.28254
74,81,11734.87426
74,2,11844.15564
74,114,11887.44749
74,50,11896.91176
74,24,11950.84322
74,113,12412.90185
74,115,12417.8972
74,37,12484.74832
74,111,12548.80943
74,1,12788.99109
74,54,12815.85749
74,8,12848.30403
74,35,13326.7307
74,79,13603.75233
74,71,13631.43144
74,116,13655.6607
74,94,13925.83149
74,32,14152.48515
74,110,14181.29666
74,118,14406.10319
74,7,14618.27677
74,14,14621.97701
74,63,14700.32652
74,21,14779.79103
74,26,14783.92205
74,30,14784.17179
74,22,14784.46394
74,31,14893.77054
74,56,14965.46916
74,82,15102.2465
74,112,15342.65265
74,4,16772.93064
74,27,16818.39912
74,67,17219.25184
74,13,17810.79946
74,68,17926.71832
74,28,18124.35707
74,65,18448.8536
74,25,18634.48413
74,3,18920.78162
74,66,19132.62826
74,29,20970.55646
75,75,0.0
75,74,1587.498251
75,104,1744.281352
75,119,1871.104759
75,85,2257.752124
75,72,2299.105352
75,123,2299.612909
75,122,2374.103933
75,121,2384.768436
75,124,2416.231947
75,73,2757.61989
75,106,2799.134309
75,103,3665.160411
75,102,3950.948821
75,109,4002.599284
75,120,4041.646079
75,107,4042.045236
75,78,4216.58743
75,47,4381.386176
75,97,4402.379388
75,43,4433.596291
75,108,4474.010828
75,59,4503.246287
75,6,4529.997985
75,99,4636.773234
75,40,4969.691521
75,55,5024.29588
75,101,5061.217279
75,77,5313.384673
75,100,5382.459004
75,5,5536.251407
75,84,5732.44023
75,125,5874.940959
75,58,6439.603082
75,48,6513.613726
75,38,6587.945107
75,89,6776.511967
75,9,6940.124164
75,61,6993.191892
75,10,7013.400664
75,96,7165.063925
75,69,7939.013673
75,60,7992.733753
75,90,8190.434433
75,62,8228.515304
75,117,8381.868368
75,57,8441.286995
75,12,8740.071883
75,17,8987.116699
75,49,9013.397594
75,44,9051.028252
75,76,9086.149467
75,41,9188.359359
75,95,9188.987504
75,42,9208.011892
75,105,9440.914601
75,83,9446.641572
75,87,9456.451861
75,70,9581.326769
75,93,9601.080545
75,64,9676.382219
75,91,9736.865197
75,80,9800.268251
75,19,9867.313861
75,45,9869.127316
75,20,9967.195812
75,36,10451.30976
75,53,10526.45282
75,51,10599.64317
75,52,10608.08865
75,39,10729.29559
75,50,10783.71787
75,24,10828.59873
75,88,10866.17161
75,86,10915.02408
75,46,10922.57108
