o,d,dis
12,113,7543.768717
12,115,7548.764065
12,114,7573.039004
12,96,7726.945508
12,85,7916.403051
12,117,8016.15731
12,74,8191.250209
12,72,8192.080272
12,47,8514.620843
12,30,8524.66806
12,91,8531.086658
12,84,8615.519236
12,31,8634.26681
12,75,8740.071883
12,32,8915.551442
12,119,9033.383375
12,112,9080.609817
12,104,9100.132403
12,70,9137.35675
12,95,9165.302999
12,73,9204.269911
12,79,9307.350025
12,93,9449.451563
12,103,9506.947554
12,101,9651.426337
12,37,9700.415697
12,100,9745.26246
12,39,10043.5193
12,116,10066.27169
12,41,10429.17001
12,42,10448.82255
12,123,10490.894
12,121,10514.8893
12,122,10525.5538
12,102,10561.17107
12,124,10607.51304
12,120,10651.86833
12,83,10687.45223
12,82,10817.0476
12,67,10924.21957
12,106,11007.35051
12,28,11126.41962
12,78,11643.66163
12,65,11672.02562
12,5,11675.61166
12,44,11809.26982
12,107,11813.6446
12,55,11891.50635
12,92,12000.36352
12,108,12096.97808
12,109,12277.41741
12,77,12286.22276
12,45,12321.16272
12,15,12421.32874
12,68,12431.02193
12,16,12484.98844
12,98,12549.61579
12,48,12681.62976
12,59,12778.06442
12,6,12804.81611
12,125,13119.29616
12,66,13835.62315
12,58,13863.72443
12,17,14171.88749
12,76,14327.70072
12,49,14466.09829
12,64,14548.57498
12,46,14561.07178
12,29,14612.83317
12,105,14691.47432
12,61,14848.93651
12,118,14952.63709
12,14,15053.53419
12,94,15599.60806
12,57,15685.64219
12,60,15751.2886
12,53,15775.37284
12,51,15848.56318
12,52,15906.84942
12,62,16104.29913
12,50,16183.52029
12,3,16629.09659
12,19,16718.23842
12,18,16936.96599
12,71,16985.14937
12,4,17217.60171
12,20,17405.29915
12,13,17964.07597
12,11,18523.05666
12,24,18538.07738
12,23,18741.41304
12,54,19248.51802
12,111,20022.04673
12,8,20329.49602
12,21,20417.16697
12,22,20421.83987
12,56,21041.64393
12,7,21119.00388
12,63,21201.05362
12,110,21654.53396
12,26,21936.49568
12,27,23594.32914
12,25,25823.79717
13,13,0.0
13,4,1203.094684
13,14,3342.250318
13,118,4044.367942
13,46,7063.087386
13,82,7154.405914
13,68,7380.098621
13,64,8474.25014
13,45,8523.180473
13,37,8604.324071
13,116,8716.759487
13,83,8938.686725
13,39,8994.587678
13,79,9058.340739
13,42,9177.316404
13,41,9196.968938
13,53,9236.573784
13,44,9396.405816
13,50,9663.891593
13,105,9690.128066
13,51,9770.621798
13,52,9828.908042
13,76,9893.335575
13,67,10372.62518
13,115,10451.5114
13,113,10456.50675
13,114,10494.37013
13,35,10636.05306
13,49,10911.05608
13,48,11024.36644
13,81,11483.83784
13,36,11573.23543
13,117,11729.16738
13,84,12726.35755
13,80,13530.77304
13,10,13800.31312
13,9,13873.58962
13,55,14241.36137
13,87,14347.38389
13,69,14419.15066
13,90,14670.57142
13,43,14703.61139
13,72,15070.14702
13,38,15122.13477
13,85,15225.99535
13,119,15277.0922
13,104,15403.91561
13,97,15427.05494
13,29,15531.09349
13,89,15840.25369
13,78,16100.15814
13,22,16329.29405
13,21,16333.96696
13,34,16623.18411
13,1,16715.66976
13,40,16738.50469
13,75,17028.17151
13,108,17413.85587
13,107,17774.98622
13,74,17810.79946
13,12,17964.07597
13,86,18359.22226
13,99,18508.2249
13,24,19256.45548
13,47,19309.99087
13,123,19318.57932
13,122,19393.07034
13,124,19398.55278
13,121,19403.73484
13,73,19424.21183
13,106,19695.67614
13,103,19811.76887
13,101,19996.49393
13,96,20087.20461
13,63,20233.15472
13,61,20278.69019
13,100,20311.0637
13,7,20315.20447
13,109,20740.09598
13,59,20741.61812
13,6,20768.36982
13,102,20849.21833
13,120,20939.91559
13,33,21122.9918
13,70,21714.95511
13,95,21742.90136
13,91,21778.14656
13,93,22027.04992
13,5,22141.9766
13,77,22334.75379
13,88,22447.94194
13,62,22515.47981
13,125,22893.90737
13,58,23439.37152
13,2,23726.04412
13,30,24135.52731
13,31,24245.12606
13,28,24452.56947
13,112,24676.68462
13,60,24729.25718
13,15,24815.85573
13,16,24879.51543
13,65,24998.17548
13,17,25023.82209
13,98,25026.66338
13,57,25460.2534
13,32,25996.73022
13,92,26129.88599
13,27,26618.88589
13,20,26870.3404
13,19,26886.28027
13,18,27546.46541
13,23,27897.31781
13,11,28174.16113
13,8,28374.14864
13,26,28868.32707
13,111,29554.42019
13,94,29717.18789
13,54,30091.15376
13,71,30154.20634
13,66,30552.47617
13,110,31305.63843
13,56,32240.76543
13,3,32961.52075
13,25,35758.8259
14,14,0.0
14,118,702.1176243
14,4,2352.681597
14,13,3342.250318
14,46,3871.774469
14,45,5180.930155
14,64,5282.937224
14,37,5353.118495
14,83,5596.436407
14,82,5736.988878
14,39,5743.382102
14,42,5835.066086
14,41,5854.71862
14,68,5962.681585
14,53,6045.260868
14,44,6054.155498
14,50,6472.578676
14,116,6496.750531
14,105,6498.81515
14,51,6579.308881
14,52,6637.595126
14,76,6702.022658
14,79,6779.557583
14,49,7719.743159
14,48,7833.053526
14,115,7933.053863
14,113,7938.049212
14,114,7975.908901
14,35,8265.979764
14,36,8450.763134
14,117,8477.961803
14,81,8889.185488
14,67,9101.588874
14,84,9384.107228
14,80,10527.4267
14,10,10549.10755
14,9,10622.38405
14,55,11052.53891
14,69,11167.94509
14,87,11344.03756
14,43,11361.36107
14,90,11419.36585
14,38,11870.92919
14,72,11881.32457
14,85,12037.1729
14,97,12084.80462
14,119,12088.26975
14,104,12215.09315
14,89,12589.04811
14,78,12911.33569
14,22,12994.84201
14,21,12999.51492
14,40,13396.25438
14,34,13720.34157
14,75,13839.34906
14,29,14203.43312
14,108,14225.03342
14,1,14378.1418
14,107,14586.16377
14,74,14621.97701
14,12,15053.53419
14,99,15165.97458
14,86,15613.86531
14,24,16065.14256
14,47,16121.16841
14,123,16129.75686
14,122,16204.24789
14,124,16209.73032
14,121,16214.91239
14,73,16235.38938
14,106,16506.85368
14,103,16622.94642
14,96,16744.95429
14,101,16807.67147
14,63,16898.70268
14,7,16980.75243
14,61,17087.37728
14,100,17122.24124
14,109,17551.27353
14,59,17552.79567
14,6,17579.54737
14,102,17660.39588
14,120,17751.09314
14,33,18220.14926
14,70,18372.70479
14,95,18400.65104
14,91,18435.89624
14,93,18684.79961
14,5,18953.15414
14,77,19145.93133
14,88,19196.73637
14,62,19324.16689
14,125,19705.08491
14,58,20250.54906
14,2,20815.50234
14,15,21473.60541
14,16,21537.26511
14,60,21537.94427
14,98,21684.41306
14,30,21797.99934
14,17,21834.99963
14,31,21907.59809
14,57,22271.43095
14,112,22339.15666
14,92,22787.63567
14,32,23093.88768
14,28,23124.9091
14,27,23284.43385
14,65,23670.5151
14,20,23681.51794
14,19,23697.45781
14,18,24357.64295
14,23,24706.00489
14,11,24985.33868
14,8,25182.83572
14,26,25677.01415
14,111,26363.10727
14,94,26374.93757
14,54,26902.3313
14,71,26965.38388
14,66,27996.74581
14,110,28116.81598
14,56,29051.94298
14,3,29619.27043
14,25,32570.00344
15,15,0.0
15,16,63.65970284
15,98,382.3538453
15,92,1625.419049
15,93,3534.906924
15,95,3751.422033
15,17,3783.448378
15,70,3791.876139
15,91,4561.872813
15,94,5013.321025
15,96,5333.108585
15,71,5615.265024
15,18,5802.51283
15,100,6075.100151
15,101,6400.050306
15,5,6418.820097
15,19,6646.554722
15,54,7010.92372
15,88,7028.822146
15,47,7101.776151
15,99,7389.734936
15,77,7824.781304
15,120,7886.509066
15,32,7899.649141
15,102,7977.206325
15,103,8011.263115
15,2,8064.042608
15,57,8376.406897
15,125,8776.308939
15,40,9061.586091
15,73,9135.442853
15,56,9160.535395
15,97,9393.875856
15,11,9497.028487
15,3,9651.816015
15,74,9768.751509
15,20,10105.92462
15,121,10223.1016
15,122,10233.7661
15,110,10238.53986
15,123,10308.25713
15,33,10390.65802
15,43,10526.45223
15,58,10952.62962
15,124,11057.16881
15,85,11276.47451
15,75,11356.24976
15,111,11425.28517
15,72,11552.15173
15,38,12106.3189
15,89,12122.87732
15,106,12139.95312
15,119,12366.01718
15,12,12421.32874
15,104,12428.70342
15,9,12460.40756
15,10,12533.68406
15,84,13260.63487
15,23,13269.18065
15,60,13507.68011
15,69,13533.9323
15,90,13785.35306
15,117,14258.11301
15,25,14292.37505
15,109,14331.65286
15,107,14545.8469
15,66,14597.80845
15,87,14853.62246
15,59,14871.21034
15,6,14897.96203
15,78,14930.26001
15,108,14986.47558
15,86,15362.63942
15,80,15395.18688
15,41,15655.92207
15,42,15675.5746
15,34,15716.75342
15,55,15754.63501
15,31,15756.35868
15,30,15789.73178
15,83,15914.20428
15,36,16320.48209
15,44,16617.14593
15,48,16741.76602
15,112,16903.08502
15,39,17112.65545
15,81,17249.37012
15,61,17292.68454
15,114,17401.94335
15,45,17487.90998
15,1,17881.17172
15,113,17927.39771
15,115,17932.39306
15,37,17999.24417
15,62,18339.99412
15,76,18387.83698
15,8,18449.58839
15,49,18526.23455
15,64,18608.71124
15,105,18751.61058
15,35,18841.22655
15,79,19118.24819
15,116,19170.15655
15,46,19582.5569
15,28,19605.99685
15,65,19816.82374
15,53,19835.5091
15,51,19908.69944
15,52,19966.98568
15,50,20243.65655
15,82,20616.74236
15,118,21283.7054
15,24,21292.4579
15,14,21473.60541
15,67,22502.57145
15,26,22962.86504
15,68,23478.91523
15,4,23733.9187
15,7,23959.89145
15,63,24041.9412
15,21,24240.23429
15,22,24244.90719
15,13,24815.85573
15,27,25721.11667
15,29,25983.80639
16,16,0.0
16,15,63.65970284
16,98,446.0135481
16,92,1689.078751
16,93,3598.566627
16,17,3719.788675
16,95,3815.081736
16,70,3855.535842
16,91,4625.532516
16,94,4949.661322
16,96,5396.768287
16,71,5551.605321
16,18,5738.853127
16,100,6018.553531
16,101,6343.503687
16,5,6356.04736
16,19,6582.895019
16,54,6947.264017
16,47,7045.229532
16,88,7092.481849
16,99,7453.394638
16,77,7762.008566
16,120,7828.908105
16,102,7919.605363
16,103,7954.716495
16,32,7963.308844
16,2,8127.70231
16,57,8313.634159
16,125,8713.536201
16,73,9077.841891
16,56,9096.875692
16,40,9125.245794
16,11,9433.368784
16,97,9457.535559
16,74,9712.20489
16,3,9715.475718
16,20,10042.26492
16,121,10164.99799
16,110,10174.88015
16,122,10175.66249
16,123,10250.15352
16,33,10454.31772
16,43,10590.11194
16,58,10889.85688
16,124,10999.06521
16,85,11219.96442
16,75,11299.70314
16,111,11361.62547
16,72,11495.64164
16,106,12081.84951
16,38,12169.97861
16,89,12186.53702
16,119,12309.50709
16,104,12372.19333
16,12,12484.98844
16,9,12524.06726
16,10,12597.34376
16,23,13205.52095
16,84,13324.29458
16,60,13444.0204
16,69,13597.592
16,90,13849.01276
16,25,14228.71535
16,109,14273.54925
16,117,14321.77271
16,107,14487.7433
16,66,14661.46815
16,59,14813.10673
16,6,14839.85843
16,78,14872.1564
16,87,14917.28216
16,108,14928.37197
16,86,15426.29913
16,80,15458.84658
16,55,15696.5314
16,41,15719.58177
16,42,15739.23431
16,34,15780.41312
16,31,15820.01838
16,30,15853.39149
16,83,15977.86398
16,36,16384.14179
16,44,16680.80564
16,48,16805.42572
16,112,16966.74473
16,39,17176.31516
16,61,17234.58093
16,81,17313.02982
16,114,17465.60305
16,45,17551.56968
16,1,17944.83143
16,113,17991.05741
16,115,17996.05276
16,37,18062.90388
16,62,18281.89051
16,8,18385.92869
16,76,18451.49668
16,49,18589.89425
16,64,18672.37094
16,105,18815.27028
16,35,18904.88625
16,79,19181.90789
16,116,19233.81625
16,46,19646.2166
16,28,19669.65655
16,65,19880.48344
16,53,19899.1688
16,51,19972.35914
16,52,20030.64539
16,50,20307.31625
16,82,20680.40206
16,24,21234.35429
16,118,21347.3651
16,14,21537.26511
16,67,22566.23115
16,26,22899.20534
16,68,23542.57493
16,4,23797.5784
16,7,23901.78784
16,63,23983.83759
16,21,24182.13068
16,22,24186.80359
16,13,24879.51543
16,27,25657.45696
16,29,26047.46609
17,17,0.0
17,18,2953.310694
17,19,3210.633327
17,5,3462.118775
17,16,3719.788675
17,15,3783.448378
17,98,4124.831069
17,93,4842.192303
17,100,4844.557301
17,77,4868.079981
17,120,4945.470619
17,101,5027.328162
17,102,5036.167877
17,95,5058.707412
17,70,5099.161518
17,92,5185.148398
17,57,5186.809803
17,54,5502.872663
17,125,5663.343989
17,91,5869.158192
17,103,5930.432677
17,11,6062.585825
17,47,6222.067457
17,73,6556.244731
17,96,6639.707511
17,20,6672.807291
17,71,7040.648093
17,121,7271.069406
17,122,7281.73391
17,123,7356.224934
17,56,7652.484338
17,94,7738.984841
17,58,7864.265682
17,74,7960.385155
17,110,7961.595939
17,99,7987.475918
17,111,7990.910188
17,124,8105.136622
17,88,8348.2783
17,75,8987.116699
17,106,9187.920925
17,23,9834.805666
17,60,10073.30512
17,2,10267.25453
17,40,10368.18502
17,85,10407.76178
17,32,10570.62634
17,72,10683.439
17,97,10700.47478
17,104,10731.39805
17,119,10858.22146
17,109,11379.62067
17,107,11593.81471
17,43,11631.27622
17,59,11919.17814
17,6,11945.92984
17,78,11978.22781
17,25,12016.45676
17,108,12034.44339
17,33,12280.30725
17,55,12802.60282
17,3,12943.24988
17,38,13412.91783
17,89,13429.47625
17,84,13506.6786
17,9,13767.00648
17,10,13840.28299
17,61,13941.2478
17,12,14171.88749
17,69,14840.53123
17,62,14951.80151
17,8,15015.21341
17,90,15091.95199
17,48,15500.73043
17,117,15564.71194
17,87,16160.22139
17,80,16701.7858
17,49,16791.70453
17,44,16863.18966
17,41,16962.521
17,42,16982.17353
17,86,17113.19818
17,66,17134.41215
17,83,17220.80321
17,34,17467.31217
17,36,17627.08102
17,76,17721.04089
17,45,17763.00996
17,64,17944.37599
17,30,18018.95899
17,31,18035.41214
17,105,18084.81449
17,24,18238.2885
17,39,18419.25438
17,52,18444.09469
17,51,18502.38094
17,81,18555.96905
17,50,18619.72391
17,114,18708.54228
17,46,18918.22165
17,53,19048.95735
17,112,19179.0288
17,113,19233.99664
17,115,19238.99199
17,37,19305.8431
17,1,19445.79799
17,26,19528.49006
17,35,20147.82548
17,79,20424.84712
17,116,20476.75548
17,7,21007.85926
17,63,21089.90901
17,21,21288.2021
17,22,21292.875
17,118,21619.12582
17,14,21834.99963
17,28,21881.94063
17,82,21923.34129
17,65,22092.76751
17,27,22287.66699
17,4,23985.95326
17,67,24040.34663
17,68,24785.51416
17,13,25023.82209
17,29,27630.92298
18,18,0.0
18,19,2753.522938
18,17,2953.310694
18,54,4547.831254
18,57,5414.194412
18,110,5416.998086
18,5,5449.430483
18,56,5468.777847
18,16,5738.853127
18,15,5802.51283
18,125,5909.961851
18,11,6099.812563
18,98,6184.866675
18,77,6571.740972
18,71,6613.759532
18,20,6736.871061
18,120,6944.03581
18,92,7029.367041
18,102,7034.733068
18,100,7369.653216
18,101,7549.971482
18,93,7607.270805
18,94,7709.707217
18,95,7823.785914
18,70,7864.24002
18,103,7928.997868
18,111,8028.136926
18,58,8091.650292
18,73,8554.809922
18,91,8634.236694
18,47,8746.419625
18,121,9123.391245
18,122,9134.055748
18,123,9208.546772
18,124,9224.656711
18,96,9404.786014
18,25,9471.858908
18,106,9651.907158
18,23,9872.032405
18,74,9958.950345
18,60,10110.53186
18,99,10510.11924
18,75,10985.68189
18,88,11113.3568
18,109,11799.86099
18,107,12015.50747
18,59,12339.41847
18,6,12366.17016
18,108,12456.13615
18,78,12459.23514
18,104,12729.96324
18,119,12856.78665
18,3,12913.97225
18,85,12930.40509
18,2,13032.33303
18,40,13133.26352
18,72,13206.08232
18,32,13335.70485
18,97,13465.55329
18,61,13981.92498
18,43,14153.91954
18,55,14550.0852
18,62,14992.47869
18,33,15045.38575
18,8,15052.44015
18,84,16029.32192
18,38,16177.99633
18,89,16194.55475
18,9,16532.08499
18,10,16605.36149
18,12,16936.96599
18,48,17499.29562
18,69,17605.60973
18,90,17857.03049
18,24,18278.96568
18,117,18329.79044
18,49,18539.18692
18,87,18925.29989
18,44,19385.83298
18,80,19466.86431
18,76,19510.87853
18,41,19521.85907
18,42,19541.5116
18,26,19565.7168
18,83,19780.14128
18,86,19878.27668
18,105,19885.34281
18,66,19888.98412
18,52,20191.57708
18,34,20232.39067
18,51,20249.86332
18,45,20285.65328
18,50,20367.2063
18,36,20392.15952
18,64,20467.01931
18,30,20784.03749
18,53,20796.43974
18,31,20800.49064
18,39,21062.7953
18,7,21304.47996
18,81,21321.04755
18,63,21386.52971
18,46,21440.86497
18,114,21473.62078
18,21,21709.89486
18,22,21714.56776
18,112,21944.1073
18,113,21999.07514
18,115,22004.07049
18,37,22070.9216
18,1,22210.87649
18,27,22324.89373
18,35,22912.90398
18,79,23189.92562
18,116,23241.83398
18,118,24141.76914
18,14,24357.64295
18,28,24647.01913
18,82,24688.41979
18,65,24857.84601
18,4,26508.59658
18,67,26805.42513
18,13,27546.46541
18,68,27550.59266
18,29,30396.00148
19,19,0.0
19,18,2753.522938
19,57,3084.918354
19,17,3210.633327
19,11,3444.745094
19,20,4083.311002
19,125,4254.062428
19,77,4943.900537
19,5,5087.568439
19,111,5373.069457
19,110,5556.309322
19,58,5888.695432
19,120,6459.800727
19,102,6550.497985
19,16,6582.895019
19,15,6646.554722
19,98,6987.937413
19,100,7007.791173
19,56,7096.96534
19,101,7188.109438
19,23,7216.964936
19,54,7217.814949
19,60,7455.464392
19,121,7491.014963
19,122,7501.679467
19,103,7567.135824
19,93,7568.210024
19,123,7576.170491
19,124,7592.28043
19,95,7783.908499
19,70,7880.304838
19,106,8010.925292
19,92,8048.254742
19,73,8070.574839
19,47,8384.557582
19,91,8716.197898
19,96,9151.537257
19,71,9161.749457
19,74,9597.088301
19,25,9710.07022
19,109,9779.219591
19,75,9867.313861
19,59,10102.37699
19,6,10129.12868
19,99,10148.25719
19,94,10257.69714
19,107,10359.61381
19,108,10800.24248
19,78,10818.25328
19,88,11195.31801
19,61,11326.85751
19,104,11602.39011
19,119,11729.21352
19,85,12123.98001
19,72,12165.33323
19,62,12337.41122
19,8,12397.37268
19,40,12833.43997
19,55,12909.10334
19,2,13114.29423
19,97,13145.69348
19,32,13433.73269
19,43,13792.0575
19,33,15127.34695
19,3,15461.96218
19,84,15590.54899
19,24,15623.89821
19,38,15886.8038
19,48,15946.76437
19,89,15975.82718
19,9,16240.89246
19,10,16314.16896
19,12,16718.23842
19,49,16898.20505
19,26,16910.64933
19,69,17296.31114
19,90,17547.7319
19,76,17869.89666
19,117,18020.49185
19,105,18244.36095
19,52,18550.59521
19,51,18608.88146
19,7,18649.41249
19,87,18706.57232
19,50,18726.22443
19,63,18731.46224
19,44,18909.13701
19,41,19046.46812
19,42,19066.12065
19,64,19109.53286
19,53,19155.45787
19,80,19157.56571
19,83,19304.75033
19,86,19659.54911
19,27,19669.82626
19,45,19727.23607
19,66,19981.45186
19,34,20013.6631
19,21,20025.19823
19,22,20029.87113
19,36,20082.86093
19,39,20587.40435
19,46,20780.67983
19,30,20865.99869
19,31,20882.45185
19,81,21011.74896
19,114,21164.32219
19,113,21689.77655
19,115,21694.7719
19,37,21761.62301
19,1,21992.14892
19,112,22026.06851
19,35,22603.60539
19,79,22880.62703
19,116,22932.53539
19,118,23481.584
19,14,23697.45781
19,82,24379.1212
19,28,24728.98033
19,65,24939.80722
19,4,25848.41144
19,67,26496.12654
19,13,26886.28027
19,68,27024.14329
19,29,30177.27391
20,20,0.0
20,11,1746.315018
20,57,2372.265427
20,111,2877.334016
20,23,3531.038261
20,58,3677.49691
20,60,3684.899721
20,19,4083.311002
20,125,4286.002993
20,110,4834.768643
20,77,5237.530628
20,5,6389.862373
20,17,6672.807291
20,18,6736.871061
20,120,6753.430818
20,102,6844.128076
20,109,7037.294766
20,6,7169.369441
20,59,7196.121138
20,106,7232.952984
20,61,7527.991403
20,121,7647.010888
20,122,7657.675392
20,124,7681.562974
20,123,7732.166415
20,100,7876.961351
20,103,7906.528343
20,101,8057.279617
20,73,8285.324079
20,62,8538.545111
20,8,8741.478122
20,47,8948.657681
20,93,9038.515291
20,107,9099.540382
20,95,9254.213765
20,25,9287.956108
20,70,9350.610104
20,108,9552.551777
20,74,9898.736451
20,75,9967.195812
20,16,10042.26492
20,96,10052.08303
20,15,10105.92462
20,91,10234.98186
20,98,10447.30731
20,99,10657.00024
20,78,10770.18225
20,56,11180.27634
20,54,11201.16307
20,92,11507.62464
20,104,11665.2215
20,119,11792.04491
20,24,11825.0321
20,85,12186.8114
20,72,12228.16462
20,55,12861.03232
20,88,12865.64013
20,71,13145.09758
20,26,13149.25348
20,40,13342.18301
20,97,13654.43652
20,94,14061.46108
20,43,14300.80054
20,2,14839.0617
20,7,14850.54638
20,63,14932.59613
20,84,15653.38038
20,32,15799.24312
20,27,15874.74294
20,48,15898.69335
20,33,16045.84129
20,21,16226.33212
20,22,16231.00502
20,38,16395.54685
20,89,16537.98788
20,9,16749.6355
20,49,16814.80515
20,10,16822.912
20,12,17405.29915
20,76,17723.73028
20,69,17805.05418
20,90,18056.47494
20,105,18098.19456
20,117,18302.80852
20,52,18404.42883
20,51,18462.71507
20,50,18573.89779
20,44,18971.9684
20,53,19003.13123
20,64,19061.46184
20,41,19109.29951
20,42,19128.95204
20,3,19265.72612
20,87,19265.9632
20,83,19367.58172
20,80,19666.30876
20,45,19718.14705
20,86,20346.60983
20,36,20372.2499
20,39,20650.23574
20,34,20700.72383
20,46,20754.89883
20,81,21336.8006
20,114,21488.99362
20,66,21709.01016
20,30,21776.03809
20,31,21885.63684
20,113,22014.44798
20,115,22019.44333
20,37,22043.93968
20,1,22553.37938
20,112,22861.09818
20,35,22928.27682
20,79,23205.29846
20,116,23214.85206
20,118,23465.64412
20,14,23681.51794
20,82,24703.79263
20,28,25764.86483
20,4,25839.42822
20,65,25975.69171
20,67,26820.79797
20,13,26870.3404
20,68,27015.16007
20,29,30738.50437
21,21,0.0
21,22,4.672903816
21,63,3932.962436
21,7,4015.012184
21,24,6119.465729
21,49,6980.596651
21,76,7196.338936
21,50,7340.147054
21,52,7427.23111
21,51,7485.517354
21,105,7560.941357
21,53,7747.173509
21,48,8394.734061
21,61,8700.576577
21,55,8788.209372
21,64,8885.887058
21,108,9342.306105
21,78,9454.14445
21,62,9559.503665
21,107,9694.387388
21,46,9920.827038
21,45,10079.16324
21,44,10281.05312
21,59,10465.75586
21,6,10492.50756
21,109,11018.73157
21,83,11361.18629
21,27,11407.06324
21,42,11599.81597
21,41,11619.4685
21,39,12085.99603
21,104,12225.26388
21,106,12326.21657
21,119,12352.08729
21,84,12401.21949
21,37,12747.50402
21,118,12783.6411
21,14,12999.51492
21,60,13164.09557
21,72,13403.97614
21,85,13423.98897
21,124,13529.30161
21,117,13608.98265
21,75,13657.54654
21,116,13897.54171
21,79,14180.34876
21,26,14183.77181
21,121,14324.3077
21,122,14334.9722
21,123,14338.9139
21,58,14426.49051
21,74,14779.79103
21,23,14832.10209
21,8,14953.14506
21,115,14985.57155
21,113,14990.56689
21,114,15026.83071
21,43,15097.27712
21,36,15304.66461
21,35,15327.83207
21,4,15332.87881
21,73,15452.90922
21,82,15459.89528
21,81,15753.41479
21,10,16004.50361
21,125,16061.62829
21,9,16077.78011
